orbital_period,transit_duration,transit_depth,planet_radius,planet_radiuJ,pl_masse,pl_massj,insolation,equilibrium_temp,pl_orbeccen,inclination,stellar_temp,stellar_radius,stellar_mass,st_met,stellar_logg,discoverymethod,disposition
0.628876,1.9608,10.9867,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6688,1.49352,1.42,-0.01,4.24194,Transit,FALSE POSITIVE
0.636109,0.696,0.1465,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6100.77,1.65628,1.15,-0.369,4.0605,Transit,FALSE POSITIVE
11.09226,2.9,0.1357,2.495,0.22258937,12.2,0.0383853,78,809,0.075,88.6971,4496,0.703,0.74,-0.063,4.611,Transit,CANDIDATE
2.61299,6.6624,0.2779,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,3520,0.458,0.88,-0.01,4.798,Transit,CANDIDATE
8.97146,2.6064,26.9917,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5330,0.872,0.88,-0.01,4.481,Transit,CANDIDATE
4.397187,5.8848,20.3447,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6090,1.71021,1.14,-0.01,4.02887,Transit,FALSE POSITIVE
19.63975,1.4184,0.4477,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6730,2.183,0.88,-0.01,3.963,Transit,CANDIDATE
19.640151,2.184,0.6212,43,3.8,12.2,0.0383853,78,809,0.075,88.6971,5293,2.188,0.88,-0.01,4.4905,Transit,CANDIDATE
19.63366256,2.331,0.682,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6516.17,2.11864,1.34,-0.0227,3.91306,Transit,CANDIDATE
19.640123,2.7888,0.1357,34.30556244,3.06,12.2,0.0383853,78,809,0.075,88.33023,6398,1.743843,0.88,0.17,4.03,Transit,CANDIDATE
19.64,1.42992,0.5501,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6516.17,2.11864,1.34,-0.0227,3.91306,Transit,CANDIDATE
10.90364,2.4,0.1357,2.214,0.19752019,12.2,0.0383853,78,809,0.075,88.6971,3929,0.59,0.593,-0.504,4.669,Transit,CANDIDATE
0.995061,2.6448,44.5224,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5080,0.864,0.88,-0.01,4.468,Transit,CANDIDATE
11.2362,1.176,0.0491,2.25,0.201,12.2,0.0383853,78,809,0.075,88.6971,5293,0.955,0.88,-0.01,4.4905,Transit,CANDIDATE
5.749481,2.7888,0.0753,2.93,0.261,12.2,0.0383853,78,809,0.075,86.89,5293,0.765,0.88,-0.01,4.4905,Transit,CANDIDATE
5.75,1.25496,0.0945,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,4678.76,0.718666,0.75,-0.179,4.60008,Transit,CANDIDATE
5.75052,1.44,0.1123,2.01,0.179,12.2,0.0383853,78,809,0.075,88.6971,5293,0.576,0.88,-0.01,4.4905,Transit,CANDIDATE
1.6488,2.7888,0.17,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,3392,0.445314,0.441527,-0.01,4.78569,Transit,CANDIDATE
1.648932,0.576,0.1357,9.6,0.86,12.2,0.0383853,78,809,0.075,83.5,3440,0.46,0.88,-0.01,4.4905,Transit,CANDIDATE
24.399869,2.7888,0.1357,18.43,1.6442173,12.2,0.0383853,78,1144,0.075,88.6971,6404,1.65,1.33,0.05,4.12,Transit,CANDIDATE
2.52,12.35496,0.0105,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5707.44,1.08666,1.02,0.211,4.37448,Transit,CANDIDATE
0.526316,1.0032,36.4733,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,4397,0.8640925,0.88,-0.01,4.4905,Transit,FALSE POSITIVE
1.108972,1.824,3.7369,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5293,0.8640925,0.88,-0.01,4.4905,Transit,FALSE POSITIVE
9.35739,1.68,0.171,2.69,0.24,12.2,0.0383853,78,809,0.075,88.6971,5293,0.595,0.88,-0.01,4.4905,Transit,CANDIDATE
1.810718,2.4048,0.1366,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5680,1.178,0.88,-0.01,4.257,Transit,CANDIDATE
0.582017,1.9608,37.6942,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5385.55,1.06418,0.934,-0.3221,4.35439,Transit,FALSE POSITIVE
1.81042,3.7056,3.5275,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,3050,0.313,0.88,-0.01,4.808,Transit,CANDIDATE
1.810834,2.844,0.3433,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,3230,0.888,0.88,-0.01,3.921,Transit,CANDIDATE
24.6237203,2.7888,0.1357,2.33,0.20786903,12.2,0.0383853,78,585,0.075,88.6971,5650,0.91,0.93,-0.07,4.49,Transit,CANDIDATE
1.810708,3.0408,3.5675,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6805,2.32513,1.46,-0.01,3.86952,Transit,FALSE POSITIVE
9.484994,14.6352,8.2338,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5293,0.8640925,0.88,-0.01,4.4905,Transit,FALSE POSITIVE
9.510911,9.8088,0.7834,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,3941,0.777317,0.61,-0.01,4.4422,Transit,FALSE POSITIVE
9.516793,9.8088,40.8803,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5293,0.8640925,0.88,-0.01,4.4905,Transit,FALSE POSITIVE
9.48658,10.4184,0.2153,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6119.69,1.76772,1.15,-0.4633,4.00394,Transit,FALSE POSITIVE
9.487929,12.0744,0.8783,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6214,2.65019,1.2,-0.01,3.6707,Transit,FALSE POSITIVE
9.49259,10.86,0.4713,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,4645.01,7.25626,0.88,0.193,4.4905,Transit,FALSE POSITIVE
8.841,1.752,0.155,2.43,0.217,12.2,0.0383853,78,809,0.075,88.6971,5293,0.584,0.88,-0.01,4.4905,Transit,CANDIDATE
45.38331501,5.429,0.229,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,4793.26,0.815611,0.77,0.085,4.50159,Transit,CANDIDATE
0.858462,2.028,24.8568,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,4467,0.840819,0.7,-0.01,4.43376,Transit,FALSE POSITIVE
3.477017089,2.5101218,1.99864254,11.85710209,1.05782162,12.2,0.0383853,253.0737,1017.26,0.075,88.6971,5225.91,0.84127,0.88,-0.01,4.53759,Transit,CANDIDATE
3.47701312,2.646,2.062,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5225.91,0.84127,0.89,0.122,4.53759,Transit,CANDIDATE
3.4766506,2.5848,2.0961,12.6,1.12,12.2,0.0383853,78,809,0.075,88.6971,5293,0.879,0.88,-0.01,4.4905,Transit,CANDIDATE
3.477,2.20488,1.7941,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5225.91,0.84127,0.89,0.122,4.53759,Transit,CANDIDATE
3.476642,2.5392,0.1357,11.5,1.03,12.2,0.0383853,78,809,0.075,88.6971,5293,0.84,0.88,-0.01,4.4905,Transit,CANDIDATE
3.476633,2.7888,2.0868,12.7,1.13,12.2,0.0383853,78,809,0.075,87.74,5293,0.865,0.88,-0.01,4.4905,Transit,CANDIDATE
0.520451,0.6216,3.4196,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5293,0.8640925,0.88,-0.01,4.4905,Transit,FALSE POSITIVE
6.738783,9.9312,0.0998,4.31,0.385,12.2,0.0383853,78,809,0.075,88.6971,5293,1.294,0.88,-0.01,4.4905,Transit,CANDIDATE
39.5438,7.992,0.0511,3.28,0.293,12.2,0.0383853,78,809,0.075,88.6971,5293,1.294,0.88,-0.01,4.4905,Transit,CANDIDATE
6.738783,12.696,0.0585,3.26,0.291,12.2,0.0383853,78,809,0.075,88.6971,5293,1.294,0.88,-0.01,4.4905,Transit,CANDIDATE
26.8662,8.52,0.0479,2.95,0.263,12.2,0.0383853,78,809,0.075,88.6971,5293,1.294,0.88,-0.01,4.4905,Transit,CANDIDATE
5.7837,4.2,0.0107,1.38,0.123,12.2,0.0383853,78,809,0.075,88.6971,5293,1.31,0.88,-0.01,4.4905,Transit,CANDIDATE
5.781853,2.7888,0.1357,1.44284081,0.13,12.2,0.0383853,78,809,0.075,87.57984,5739,1.383982,0.88,0.02,4.11,Transit,CANDIDATE
5.78,3.138,0.0101,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5758.27,1.70787,0.88,-0.0716,4.4905,Transit,CANDIDATE
1.324292,5.8848,24.9317,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,7114,2.71166,1.58,-0.01,3.77025,Transit,FALSE POSITIVE
19.729071,2.7,0.1357,2.239,0.19975054,12.2,0.0383853,78,809,0.075,88.6971,4735,0.712,0.769,-0.535,4.619,Transit,CANDIDATE
19.491,3.36888,0.1381,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6128,1.3636,1.158,-0.01,4.2324,Transit,CONFIRMED
19.491795,2.7888,0.1357,5.84689735,0.52,12.2,0.0383853,78,809,0.075,89.33346,6046,1.410092,0.88,0.05,4.14,Transit,CONFIRMED
19.4921473,3.568,0.17,5.50689,0.49129266,12.2,0.0383853,31.9085,662,0.075,88.6971,6128,1.36,0.88,-0.01,4.23,Transit,CONFIRMED
19.492132,3.5808,0.1357,6,0.54,12.2,0.0383853,78,809,0.075,88.6971,5293,1.48,0.88,-0.01,4.4905,Transit,CONFIRMED
19.49221,2.7888,0.1357,5.76,0.51387278,12.2,0.0383853,78,817,0.075,88.6971,6069,1.39,1.17,0.1,4.22,Transit,CONFIRMED
19.491965,2.976,0.1777,6.8,0.61,12.2,0.0383853,78,809,0.075,88.6971,6320,1.485,0.88,-0.01,4.219,Transit,CONFIRMED
19.49183,3.5664,0.1639,5.96,0.532,12.2,0.0383853,78,809,0.075,88.6971,5293,1.403,0.88,-0.01,4.4905,Transit,CONFIRMED
19.4921498,2.7888,0.1357,2.6,0.23142158,12.2,0.0383853,78,809,0.075,87.9,6025,1.38,1.18,0.1,4.25,Transit,CONFIRMED
19.491,2.7888,0.1357,5.5,0.49067798,11,0.03460987,101,809,0.075,88.6971,6019,1.387,1.17,0.14,4.18,Transit,CONFIRMED
19.49213,3.91,0.1357,6.12,0.54598983,27,0.08495107,78,886.35,0,87.9,6025,1.38,1.18,0.1,4.25,Transit,CONFIRMED
19.50735025,3.951,0.15,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6128,1.3636,1.158,-0.01,4.2324,Transit,CONFIRMED
1.982809,1.3632,21.3762,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,3330,0.291,0.88,-0.01,4.958,Transit,FALSE POSITIVE
1.982804125,1.1139386,13.21050435,10.89107018,0.97163787,12.2,0.0383853,20.617,543.47,0.075,88.6971,3213,0.293047,0.88,-0.01,4.93347,Transit,FALSE POSITIVE
1.9828,2.7888,9.33,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,3213,0.293047,0.268704,-0.01,4.93347,Transit,FALSE POSITIVE
29.724674,3.8,0.1357,1.439,0.1283792,12.2,0.0383853,78,809,0.075,88.6971,5339,0.854,0.869,0.09,4.515,Transit,CANDIDATE
0.616444,0.696,0.5674,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,4937.26,0.750931,0.81,0.043,4.59535,Transit,FALSE POSITIVE
7.218071,4.7832,3.2035,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6727.06,1.67346,1.433,0.2329,4.14708,Transit,FALSE POSITIVE
7.219626,4.884,3.1796,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,8075,2.55977,1.96,0.528,3.91392,Transit,FALSE POSITIVE
7.220537,4.1136,0.3983,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5420,0.932,0.88,-0.01,4.435,Transit,CANDIDATE
7.220943,5.2896,3.4667,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,3092,0.292863,0.268495,-0.01,4.93367,Transit,FALSE POSITIVE
10.55532,1.68,0.158,2.64,0.236,12.2,0.0383853,78,809,0.075,88.6971,5293,0.623,0.88,-0.01,4.4905,Transit,CANDIDATE
10.555,1.30704,0.1249,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,4067.08,0.722281,0.64,-0.2395,4.52683,Transit,CANDIDATE
10.55632,2.7888,0.1357,2.86,0.255,12.2,0.0383853,78,809,0.075,88.32,4067.08,0.722281,0.64,-0.2395,4.52683,Transit,CANDIDATE
1.4835,2.7888,0.1357,1.41,0.126,12.2,0.0383853,78,809,0.075,88.02,3200,0.317944,0.297189,-0.01,4.9064,Transit,FALSE POSITIVE
6.0162,2.7888,15.22,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,3249,0.400314,0.391835,-0.01,4.82637,Transit,FALSE POSITIVE
1.092845,1.6248,0.0236,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5620,0.951,0.88,-0.01,4.468,Transit,CANDIDATE
1.092673,1.3056,0.0833,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5140,0.783,0.88,-0.01,4.557,Transit,CANDIDATE
1.092917,3.7584,135.5446,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,7226.47,1.78223,1.62,-0.339,4.14565,Transit,FALSE POSITIVE
0.907765,0,0.1357,77,6.87,12.2,0.0383853,78,809,0.075,88.6971,5293,1.21,0.88,-0.01,4.4905,Transit,CANDIDATE
17.04066667,2.26,1.938,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6117.37,0.8640925,0.88,-0.0065,4.4905,Transit,CANDIDATE
17.035203,2.508,2.208,53,4.7,12.2,0.0383853,78,809,0.075,88.6971,5293,1.51,0.88,-0.01,4.4905,Transit,CANDIDATE
63.84825,2.7888,0.1357,2.86,0.255,12.2,0.0383853,78,809,0.075,89.81,3973.09,0.731598,0.62,-0.567,4.50191,Transit,CANDIDATE
63.8432,4.944,0.193,2.78,0.248,12.2,0.0383853,78,809,0.075,88.6971,5293,0.594,0.88,-0.01,4.4905,Transit,CANDIDATE
8.986648,2.7888,0.1357,143.0368808,12.76,12.2,0.0383853,78,809,0.075,83.70731,5265,4.260594,0.88,-0.04,3.2,Transit,CANDIDATE
8.986,0.00192,4.8646,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5523.32,11.8634,0.88,-0.22,4.4905,Transit,CANDIDATE
0.279258,2.7888,0.1357,8.41,0.75,12.2,0.0383853,78,809,0.075,79.8,4071,0.62,0.88,-0.202,4.838,Transit,CANDIDATE
32.5795,5.088,2.421,10.44,0.9314,12.2,0.0383853,78,809,0.075,88.6971,5293,0.633,0.88,-0.01,4.4905,Transit,CANDIDATE
32.576,4.25304,3.8336,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,4217,0.694468,0.66,-0.01,4.57431,Transit,CANDIDATE
1.744546,3.924,20.6372,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6530,2.316,0.88,-0.01,3.921,Transit,CANDIDATE
11.6158,2.7888,8.83,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,3189,0.339085,0.32159,-0.01,4.88475,Transit,FALSE POSITIVE
74.8,2.7888,0.1357,4.34,0.38718953,12.2,0.0383853,78,86,0.075,88.6971,5044,0.7,0.79,-0.16,4.64,Transit,CANDIDATE
6.83292,2.208,0.389,1.3,0.12,12.2,0.0383853,78,809,0.075,88.6971,5293,0.18,0.88,-0.01,4.4905,Transit,CANDIDATE
0.77845,2.7888,0.39,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,3859,0.779314,0.595,-0.01,4.42916,Transit,FALSE POSITIVE
0.778,0.49992,0.5428,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,3859,0.779314,0.595,-0.01,4.42916,Transit,FALSE POSITIVE
0.923861,3.3168,34.5965,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6235.06,1.90631,1.21,-0.36,3.96046,Transit,FALSE POSITIVE
2.851451,9.3048,99.2969,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,7137,2.22321,1.59,-0.01,3.9455,Transit,FALSE POSITIVE
3.244126,3.8616,40.5896,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,4274.11,0.987047,0.67,-0.277,4.27547,Transit,FALSE POSITIVE
0.821436,2.3784,16.2008,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6046.46,1.5043,1.12,-0.6383,4.13261,Transit,FALSE POSITIVE
3.888853,3.108,2.5872,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,3693,0.696024,0.660661,-0.01,4.5728,Transit,FALSE POSITIVE
3.696871,3.0864,12.4336,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6401.57,1.47855,1.285,-0.093,4.2073,Transit,FALSE POSITIVE
3.697161,3.3528,3.5827,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,3120,0.245,0.88,-0.01,4.991,Transit,CANDIDATE
1.769505,3.6288,17.6962,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5988,1.16794,1.1,-0.01,4.34462,Transit,FALSE POSITIVE
23.702342,5.424,4.8619,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6280,1.869,0.88,-0.01,4.021,Transit,CANDIDATE
2.714743,1.6,0.1357,1.198,0.10687859,12.2,0.0383853,78,809,0.075,88.6971,3634,0.415,0.397,0.31,4.802,Transit,CANDIDATE
5.169887,1.5504,0.3348,9.1,0.81,12.2,0.0383853,78,809,0.075,88.6971,6830,1.45,0.88,-0.01,4.256,Transit,CANDIDATE
5.1699026,1.972,0.311,9.23587,0.82397055,12.2,0.0383853,562.184,1356,0.075,88.6971,6283.4,1.48,0.88,-0.01,4.18,Transit,CANDIDATE
3.40819,2.8584,16.4327,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5416.13,0.849526,0.943,0.189,4.55423,Transit,FALSE POSITIVE
2.22982,5.34,24.7831,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,7391,2.26072,1.69,-0.01,3.95746,Transit,FALSE POSITIVE
4.4455436,4.152,0.5839,15.8181,1.41119879,12.2,0.0383853,905.997,1528,0.075,88.6971,6355.8,2.11,0.88,-0.01,3.89,Transit,CANDIDATE
4.445559,3.6312,0.4228,15.9,1.42,12.2,0.0383853,78,809,0.075,88.6971,6520,2.237,0.88,-0.01,3.932,Transit,CANDIDATE
23.917716,1.7208,3.2061,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5050,0.828,0.88,-0.01,4.507,Transit,CANDIDATE
2.783705,1.272,0.0538,2.4,0.21,12.2,0.0383853,78,809,0.075,88.6971,5890,0.939,0.88,-0.01,4.487,Transit,CANDIDATE
1.830767,2.8488,15.7032,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6141.42,0.98712,1.16,0.057,4.51379,Transit,FALSE POSITIVE
9.375266,2.8,0.1357,3.545,0.31626426,12.2,0.0383853,78,809,0.075,88.6971,4571,0.747,0.804,-0.116,4.597,Transit,CANDIDATE
0.617674,1.9608,59.8171,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5271.68,1.10095,0.9,-0.0634,4.30878,Transit,FALSE POSITIVE
0.986765,3.336,30.5455,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6080,1.4,0.88,-0.01,4.201,Transit,CANDIDATE
0.579309,1.9608,47.1689,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,4888,0.999114,0.8,-0.01,4.34193,Transit,FALSE POSITIVE
1.204338,2.5368,40.6463,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5633.43,0.907171,1,-0.226,4.52269,Transit,FALSE POSITIVE
0.604228,1.6896,19.626,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5293,0.8640925,0.88,-0.01,4.4905,Transit,FALSE POSITIVE
0.82182448,0.691,0.047,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5990.46,2.64987,1.1,-0.0567,3.63301,Transit,CANDIDATE
0.822,0.81408,0.0437,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5990.46,2.64987,1.1,-0.0567,3.63301,Transit,CANDIDATE
0.8218241,1.1256,0.0615,6.1,0.54,12.2,0.0383853,78,809,0.075,88.6971,5293,2.66,0.88,-0.01,4.4905,Transit,CANDIDATE
0.816734,1.212,0.5075,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6318.08,1.79519,1.245,-0.211,4.02502,Transit,FALSE POSITIVE
14.220246,3.4848,10.1983,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6130,1.461,0.88,-0.01,4.185,Transit,CANDIDATE
0.547674,0.5736,0.1629,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,4926.69,0.786265,0.81,0.0285,4.55541,Transit,FALSE POSITIVE
1.743013,5.8848,47.0271,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,7935.6,2.95299,1.9,-0.28,3.7763,Transit,FALSE POSITIVE
0.55082,1.8936,31.9979,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5293,0.8640925,0.88,-0.01,4.4905,Transit,FALSE POSITIVE
1.153456,4.9728,12.8377,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5378.01,2.96865,0.88,-0.598,4.4905,Transit,FALSE POSITIVE
3.797473,2.5968,11.8402,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5024.68,0.785698,0.84,-0.3736,4.57184,Transit,FALSE POSITIVE
0.518748,1.9608,15.7737,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6490,1.31192,1.33,-0.01,4.32611,Transit,FALSE POSITIVE
0.518754,0.8256,0.0228,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5514.41,0.878754,0.968,-0.281,4.53621,Transit,FALSE POSITIVE
0.98972,2.7072,16.8919,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5424.29,1.13922,0.94,0.1621,4.29798,Transit,FALSE POSITIVE
4.845561,2.7888,7.7469,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5723.1,1.15426,1.02,-0.178,4.32206,Transit,FALSE POSITIVE
0.643142,1.9608,45.0377,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5412.54,1.05452,0.94,0.162,4.36509,Transit,FALSE POSITIVE
1.466473,2.5488,33.5755,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,4570,0.981,0.88,-0.01,4.413,Transit,CANDIDATE
7.112,2.65104,0.0585,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5595.68,0.909317,0.989,0.163,4.51583,Transit,CANDIDATE
7.1123703,2.644,0.0497,1.85858,0.16581169,12.2,0.0383853,117.665,917,0.075,88.6971,5595.7,0.91,0.88,-0.01,4.52,Transit,CANDIDATE
7.112134,2.5104,0.0553,2.7,0.24,12.2,0.0383853,78,809,0.075,88.6971,5800,1.042,0.88,-0.01,4.409,Transit,CANDIDATE
7.112273,3.1296,0.1357,3.2,0.29,12.2,0.0383853,78,809,0.075,88.6971,5293,0.96,0.88,-0.01,4.4905,Transit,CANDIDATE
7.11047482,3.434,0.07,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5595.68,0.909317,0.989,0.163,4.51583,Transit,CANDIDATE
1.991357,3.0216,9.6349,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6118.76,1.26082,1.15,-0.1595,4.29746,Transit,FALSE POSITIVE
16.7004351,3.24,3.552,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5018.76,1.09979,0.83,-0.257,4.27453,Transit,FALSE POSITIVE
16.709659,3.2952,11.283,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5018.76,1.09979,0.83,-0.257,4.27453,Transit,FALSE POSITIVE
20.016917,2.4144,0.552,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5790,0.97,0.88,-0.01,4.451,Transit,CANDIDATE
1.488249,1.8144,4.8367,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,4080,0.982781,0.638,-0.01,4.25797,Transit,FALSE POSITIVE
0.610205,1.9608,13.633,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5470.83,1.18417,0.88,-0.234,4.4905,Transit,FALSE POSITIVE
1.07639,2.9088,9.1275,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6523,1.6002,1.34,-0.01,4.15682,Transit,FALSE POSITIVE
5.17518,3.288,0.0317,1.53,0.136,12.2,0.0383853,78,809,0.075,88.6971,5293,0.826,0.88,-0.01,4.4905,Transit,CANDIDATE
9.73605539,3.673,0.122,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5508,0.946449,0.97,-0.01,4.47265,Transit,CANDIDATE
2.22645,1.728,0.0997,2.6,0.23,12.2,0.0383853,78,809,0.075,88.6971,5293,0.782,0.88,-0.01,4.4905,Transit,CANDIDATE
2.226,1.67904,0.0676,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5013,0.778333,0.83,-0.01,4.57482,Transit,CANDIDATE
3.209,0.72504,0.2016,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5060.51,0.910204,0.88,0.296,4.4905,Transit,CANDIDATE
3.209185,0.84,0.1357,40.1,3.58,12.2,0.0383853,78,809,0.075,88.6971,5293,0.89,0.88,-0.01,4.4905,Transit,CANDIDATE
3.209149,2.7888,0.1357,5.27465763,0.47,12.2,0.0383853,78,809,0.075,86.45657,5182,0.839324,0.88,0.29,4.55,Transit,CANDIDATE
3.2092033,0.677,0.2038,6.33877,0.56550816,12.2,0.0383853,67.6268,809,0.075,88.6971,5060.5,0.91,0.88,-0.01,4.4905,Transit,CANDIDATE
2.91825,2.208,0.0402,1.65,0.147,12.2,0.0383853,78,809,0.075,88.6971,5293,0.776,0.88,-0.01,4.4905,Transit,CANDIDATE
2.918,1.914,0.0246,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,4996.93,0.763904,0.828,0.082,4.59002,Transit,CANDIDATE
0.898,0.95808,0.1878,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5293,0.8640925,0.88,-0.01,4.4905,Transit,CANDIDATE
0.898216,2.7888,0.1357,4.02,0.359,12.2,0.0383853,78,809,0.075,85.1,5528,0.82,0.88,-0.281,4.482,Transit,CANDIDATE
0.898344,1.4016,0.2531,9.8,0.87,12.2,0.0383853,78,809,0.075,88.6971,5293,0.9,0.88,-0.01,4.4905,Transit,CANDIDATE
0.898312,0,0.1357,32,2.85,12.2,0.0383853,78,809,0.075,88.6971,5293,0.79,0.88,-0.01,4.4905,Transit,CANDIDATE
0.89803906,1.611,0.163,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,5293,0.8640925,0.88,-0.01,4.4905,Transit,CANDIDATE
6.676,2.27304,3.9424,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,4036,0.8640925,0.88,-0.01,4.4905,Transit,CANDIDATE
1.023613,5.1024,1.101,2.6,0.23142158,12.2,0.0383853,78,809,0.075,88.6971,6658.58,2.97485,1.4,0.194,3.63727,Transit,FALSE POSITIVE
