orbital_period,transit_duration,transit_depth,koi_ror,planet_radius,koi_sma,inclination,equilibrium_temp,insolation,koi_srho,stellar_temp,stellar_logg,stellar_radius,stellar_mass,disposition
42.949522,5.4154,959.1,0.027673,2.98,0.2283,89.99,487.0,13.29,2.47537,5312.0,4.384,0.986,0.859,CONFIRMED
117.033521,6.822,770.4,0.024911,2.68,0.4453,89.92,349.0,3.49,3.18108,5312.0,4.384,0.986,0.859,CONFIRMED
386.39833,8.519,748.0,0.024773,2.2,0.9651,89.95,214.0,0.49,5.01796,5284.0,4.523,0.812,0.804,FALSE POSITIVE
1.55400389,1.7664,465.8,0.019515,1.59,0.0246,89.87,1313.0,704.5,2.54733,5409.0,4.609,0.746,0.835,CONFIRMED
34.25951418,4.7743,1072.5,0.029532,2.41,0.1937,89.99,468.0,11.36,2.89759,5409.0,4.609,0.746,0.835,CONFIRMED
23.8761144,9.3113,1611.7,0.037786,10.45,0.2237,89.96,1481.0,1135.6,0.27909,9974.0,4.048,2.533,2.615,FALSE POSITIVE
4.99270186,3.1008,557.4,0.256173,26.6,0.0549,67.91,1051.0,288.29,0.02667,5724.0,4.429,0.951,0.887,FALSE POSITIVE
4.79860021,3.0384,817.4,0.027166,2.51,0.0546,86.64,978.0,216.54,0.85703,5631.0,4.557,0.847,0.946,CONFIRMED
7.7333361,2.807,126.9,0.010262,0.57,0.062,89.77,479.0,12.41,3.01378,3780.0,4.746,0.511,0.531,FALSE POSITIVE
9.57665962,3.3603,746.8,0.024495,2.88,0.0848,89.89,846.0,121.26,2.28537,5386.0,4.322,1.076,0.886,CONFIRMED
96.6781852,5.6957,951.3,0.028035,3.29,0.3962,89.85,392.0,5.55,4.04888,5386.0,4.322,1.076,0.886,CONFIRMED
20.55280311,2.2013,727.3,0.025416,2.99,0.1411,89.47,656.0,43.8,10.12412,5386.0,4.322,1.076,0.886,CONFIRMED
2.023123903,1.1829,1288.9,0.032684,2.87,0.0301,89.89,1266.0,608.26,11.37543,5559.0,4.578,0.803,0.899,FALSE POSITIVE
10.94026745,2.3494,538.6,0.022096,2.08,0.0952,88.85,764.0,80.52,4.08831,5749.0,4.547,0.864,0.961,CONFIRMED
19.5352551,1.013,1732.0,0.041128,0.53,0.0649,89.65,161.0,0.16,72.24881,2703.0,5.274,0.118,0.096,CONFIRMED
3.687469832,1.0668,5057.6,0.087283,5.78,0.0397,86.57,690.0,53.6,5.05754,4004.0,4.659,0.606,0.611,CANDIDATE
151.863949,8.577,747.0,0.024748,2.41,0.5594,89.99,318.0,2.43,2.18379,5713.0,4.541,0.893,1.01,CONFIRMED
5.945043548,2.7004,800.2,0.028421,2.69,0.0599,86.24,857.0,127.64,0.84214,5105.0,4.469,0.868,0.81,CONFIRMED
65.7045275,3.3104,636.1,0.024389,2.78,0.3192,89.68,472.0,11.72,7.27164,5918.0,4.403,1.043,1.003,CONFIRMED
17.73842886,3.0049,605.5,0.026036,2.47,0.1241,88.16,596.0,29.74,1.08804,5105.0,4.469,0.868,0.81,CONFIRMED
84.799829,15.21,56.1,0.007581,1.16,0.3576,88.27,491.0,13.79,0.04823,5619.0,4.07,1.406,0.848,CANDIDATE
9.93962361,3.432,300.1,0.020312,1.93,0.0844,84.14,722.0,64.29,0.14635,5105.0,4.469,0.868,0.81,CONFIRMED
6.8731664,6.8569,3753.8,0.056473,13.44,0.0813,89.61,1482.0,1140.56,0.21298,6490.0,3.942,2.179,1.516,CONFIRMED
8.600099313,4.0077,2791.6,0.047441,4.17,0.0747,89.84,760.0,78.72,1.29335,5246.0,4.501,0.805,0.748,CONFIRMED
12.37646897,2.7075,1709.0,0.0382,2.53,0.0893,89.17,483.0,12.87,4.18804,4200.0,4.664,0.607,0.622,CONFIRMED
9.340538,2.57,200.8,0.012708,0.84,0.0741,89.85,530.0,18.69,4.78392,4200.0,4.664,0.607,0.622,CANDIDATE
330.071558,4.295,616.7,0.024125,2.94,0.9342,89.91,286.0,1.58,15.69401,5933.0,4.342,1.115,0.998,CONFIRMED
18.87022157,3.1404,1096.6,0.029843,2.82,0.1274,89.98,621.0,35.13,5.61288,5402.0,4.452,0.865,0.774,CONFIRMED
19.5776073,3.382,98.1,0.008912,0.9,0.1362,89.94,628.0,36.82,4.36916,5465.0,4.449,0.925,0.876,CONFIRMED
17.20522898,3.6688,1080.6,0.02954,2.22,0.1192,89.98,553.0,22.05,3.20734,5211.0,4.643,0.689,0.766,CONFIRMED
17.90766147,5.396,1089.3,0.045085,4.89,0.1368,84.04,731.0,67.59,0.04919,6153.0,4.471,0.993,1.065,FALSE POSITIVE
22.18332255,5.1364,748.1,0.024673,2.78,0.1486,89.96,646.0,41.24,1.48483,5565.0,4.361,1.03,0.889,CONFIRMED
354.78194,6.46,193.0,0.183356,30.53,0.947,89.1,325.0,2.62,0.06188,5798.0,4.025,1.525,0.899,FALSE POSITIVE
7.65880048,3.0427,668.2,0.023499,2.19,0.0723,89.95,858.0,128.18,2.46084,5657.0,4.508,0.855,0.858,CONFIRMED
9.3789167,3.3427,563.5,0.023007,2.03,0.0788,87.68,803.0,98.22,0.97711,5684.0,4.493,0.808,0.741,CONFIRMED
4.221626193,3.0619,658.0,0.02667,2.87,0.052,82.12,1176.0,453.2,0.25047,6123.0,4.472,0.987,1.053,CONFIRMED
16.54967098,4.3808,744.5,0.029514,2.95,0.1196,86.74,656.0,43.72,0.25528,5372.0,4.434,0.916,0.832,CONFIRMED
2.154911236,3.1341,99.7,0.009153,1.42,0.035,88.77,1740.0,2162.35,0.60657,6181.0,4.22,1.424,1.231,CONFIRMED
11.505879,5.583,49.8,0.006463,0.99,0.1096,89.89,1000.0,236.35,0.56886,6336.0,4.266,1.403,1.324,CANDIDATE
3.52467888,2.484,129.7,0.014627,1.46,0.0426,71.95,1098.0,344.61,0.04765,5372.0,4.434,0.916,0.832,CONFIRMED
6.400157105,2.0004,743.2,0.030148,2.52,0.0638,85.83,810.0,101.72,0.87234,5299.0,4.597,0.766,0.856,CONFIRMED
2.437029217,3.2005,244.0,0.014084,2.04,0.0351,89.87,1513.0,1237.66,0.66343,5573.0,4.177,1.329,0.968,CONFIRMED
9.9267215,3.8428,725.5,0.025697,2.76,0.0888,87.77,803.0,98.34,0.79747,5475.0,4.43,0.982,0.947,CONFIRMED
21.22349325,4.9416,582.9,0.024557,2.63,0.1474,87.86,623.0,35.69,0.40276,5475.0,4.43,0.982,0.947,CONFIRMED
6.47027706,3.343,116.9,0.010682,1.15,0.0668,85.94,926.0,173.79,0.49973,5475.0,4.43,0.982,0.947,CONFIRMED
3.722158895,1.9941,757.4,0.026508,2.33,0.0452,86.76,1046.0,283.28,2.03406,5617.0,4.574,0.806,0.897,CONFIRMED
46.9026431,3.9264,821.3,0.027519,2.6,0.2337,89.49,458.0,10.44,3.34651,5402.0,4.452,0.865,0.774,CONFIRMED
5.263415218,2.1446,1030.7,0.033596,3.77,0.0612,85.55,1103.0,349.4,0.90764,6099.0,4.456,1.028,1.098,CONFIRMED
4.030466786,2.7734,2908.3,0.048052,4.48,0.0484,89.84,970.0,209.11,1.83916,5234.0,4.542,0.854,0.927,CONFIRMED
9.27989,3.33,164.3,0.012195,1.29,0.0857,88.13,897.0,152.86,1.2163,6052.0,4.456,0.967,0.974,FALSE POSITIVE
328.240201,12.2726,13889.0,0.117884,10.99,0.9084,89.75,224.0,0.59,0.85283,5234.0,4.542,0.854,0.927,CONFIRMED
22.264806569,8.7941,19373.0,0.138957,12.34,0.1489,87.41,585.0,27.79,0.17462,5681.0,4.566,0.813,0.888,FALSE POSITIVE
2.217038096,1.8575,543.7,0.023203,3.23,0.0367,83.2,1697.0,1956.29,0.99404,6521.0,4.352,1.276,1.334,FALSE POSITIVE
8.874603,2.88,93.3,0.00892,1.24,0.0923,89.38,1070.0,309.5,3.05288,6517.0,4.349,1.278,1.332,FALSE POSITIVE
4.393157678,2.4455,447.2,0.01871,1.41,0.0477,89.58,807.0,99.9,2.64546,4799.0,4.631,0.692,0.776,CONFIRMED
251.7512,4.314,114.3,0.01244,1.25,0.7703,89.67,272.0,1.29,1.3337,5640.0,4.492,0.921,0.962,FALSE POSITIVE
16.145671932,3.7236,941.1,0.030636,2.48,0.1162,88.17,546.0,20.98,0.93462,4900.0,4.602,0.741,0.806,CONFIRMED
1071.232624,16.1784,19046.0,0.122698,9.27,1.86,89.98,129.0,0.07,2.85277,4799.0,4.631,0.692,0.776,CONFIRMED
2.735900074,1.9359,428.9,0.018704,1.56,0.0362,89.0,1075.0,315.95,3.20543,5299.0,4.597,0.766,0.856,CONFIRMED
5.852968845,4.5973,1146.5,0.031249,3.46,0.0647,88.11,1056.0,293.93,0.48383,6050.0,4.45,1.013,1.05,CONFIRMED
81.1701587,8.358,1183.2,0.037029,4.71,0.3554,88.79,436.0,8.55,0.20196,5460.0,4.263,1.165,0.907,CONFIRMED
371.17573,8.2,133.7,0.011578,4.07,1.374,89.8,610.0,32.64,1.50751,9030.0,3.822,3.218,2.505,FALSE POSITIVE
2.820190603,2.554,467.5,0.020656,2.53,0.0397,84.91,1367.0,824.92,0.78777,5831.0,4.359,1.121,1.047,CONFIRMED
21.21712312,5.89,636.0,0.027013,2.97,0.1508,86.39,706.0,58.63,0.11833,6191.0,4.438,1.007,1.01,CONFIRMED
200.0,7.27,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,FALSE POSITIVE
15.77980122,4.0369,541.4,0.02126,2.11,0.1232,89.95,713.0,60.96,2.15415,5941.0,4.519,0.911,1.001,CONFIRMED
14.03490255,3.638,851.8,0.028141,2.41,0.1027,88.37,641.0,39.97,1.20628,5258.0,4.513,0.785,0.731,CONFIRMED
10.35586478,2.8431,660.9,0.022638,1.92,0.085,89.64,620.0,34.93,3.88394,4646.0,4.539,0.778,0.764,CONFIRMED
22.342964828,6.66405,5612.8,0.068705,9.99,0.1607,89.93,785.0,89.61,0.77681,6181.0,4.234,1.331,1.106,CONFIRMED
11.38840217,3.6949,438.0,0.01914,3.04,0.1022,89.4,979.0,216.55,1.84855,5876.0,4.151,1.456,1.093,CONFIRMED
20.5498184,5.5484,1564.3,0.038064,4.04,0.1415,88.38,657.0,44.11,0.54048,5688.0,4.415,0.971,0.895,CONFIRMED
934.09418462,17.489,8709.6,0.086844,7.89,1.8164,89.95,177.0,0.23,1.3346,5937.0,4.559,0.832,0.916,CANDIDATE
199.83920527,4.378,44490.0,0.226393,21.48,0.6632,89.86,276.0,1.36,15.63928,5457.0,4.548,0.869,0.974,CANDIDATE
17.4217322,4.718,208.4,0.013447,1.42,0.1305,89.09,727.0,65.92,1.10591,6052.0,4.456,0.967,0.974,FALSE POSITIVE
15.84132627,1.8215,31083.0,0.219737,16.84,0.1084,89.08,575.0,25.77,12.80377,5119.0,4.575,0.702,0.675,CANDIDATE
5.931196562,2.4999,1007.4,0.03417,2.01,0.0528,84.76,562.0,23.5,0.49126,3984.0,4.72,0.539,0.557,CONFIRMED
0.837491225,1.796,190.4,0.012545,1.43,0.0167,89.65,1980.0,3630.32,1.31582,5676.0,4.347,1.044,0.884,CONFIRMED
7.40611676,2.8826,417.9,0.018065,1.37,0.0675,89.78,678.0,49.89,2.73174,4799.0,4.631,0.692,0.776,CONFIRMED
21.803708,3.369,246.4,0.014698,1.11,0.1387,89.22,473.0,11.82,2.85631,4799.0,4.631,0.692,0.776,CONFIRMED
4.66229074,3.73,345.4,0.215459,24.12,0.0562,59.25,1166.0,437.35,0.01117,6191.0,4.454,1.025,1.088,FALSE POSITIVE
29.9111886,6.6436,942.0,0.027392,2.9,0.179,89.93,541.0,20.31,0.93119,5275.0,4.397,0.969,0.855,CONFIRMED
2.908453928,2.5363,427.5,0.216097,19.44,0.0385,59.03,1181.0,459.47,0.028,5786.0,4.558,0.824,0.895,FALSE POSITIVE
25.69581456,4.0251,1130.8,0.032548,1.7,0.1348,88.97,314.0,2.3,1.56084,3787.0,4.775,0.477,0.496,CONFIRMED
25.70280003,3.1644,5623.8,0.363047,33.1,0.1571,87.63,562.0,23.68,0.83065,5532.0,4.488,0.835,0.782,FALSE POSITIVE
13.64617478,3.4098,633.0,0.022774,2.06,0.1089,89.79,678.0,49.89,3.04887,5569.0,4.566,0.829,0.928,CONFIRMED
3.213668926,3.98235,727.8,0.02447,4.13,0.044,89.81,1515.0,1244.44,0.46728,5795.0,4.101,1.545,1.097,CONFIRMED
8.13121389,4.2386,111.8,0.010132,1.58,0.0848,86.95,1117.0,368.36,0.45775,6181.0,4.22,1.424,1.231,CONFIRMED
41.8854433,6.763,687.4,0.02918,3.28,0.2259,87.62,540.0,20.05,0.11656,5735.0,4.356,1.028,0.875,CONFIRMED
13.81733587,4.261,223.2,0.018176,2.04,0.1078,83.04,781.0,88.04,0.05026,5735.0,4.356,1.028,0.875,CONFIRMED
52.8148051,7.309,553.7,0.0212,3.33,0.2746,90.0,562.0,23.57,1.21535,5565.0,4.117,1.439,0.989,CONFIRMED
8.30783912,3.1516,777.5,0.025018,2.15,0.0768,89.95,751.0,75.09,2.41247,5320.0,4.589,0.786,0.882,CONFIRMED
34.0963441,3.896,472.7,0.019891,1.71,0.1969,89.65,469.0,11.42,4.09059,5320.0,4.589,0.786,0.882,CONFIRMED
6.45442931,2.6772,586.1,0.02404,2.48,0.0683,86.67,999.0,234.98,0.97267,6092.0,4.496,0.943,1.016,CONFIRMED
3.595769013,3.1569,383.7,0.0183,2.39,0.046,86.34,1296.0,666.88,0.68651,5762.0,4.283,1.196,1.001,CONFIRMED
52.6615266,3.1592,1078.1,0.031827,1.87,0.2262,89.6,271.0,1.28,6.53473,3984.0,4.72,0.539,0.557,CONFIRMED
1.902208647,2.19877,2343.5,0.043475,4.45,0.0293,89.03,1346.0,778.26,1.70324,5400.0,4.463,0.937,0.931,CONFIRMED
20.605501,3.793,37.1,0.005962,0.85,0.1459,88.65,806.0,99.53,1.1799,6099.0,4.193,1.308,0.974,CANDIDATE
15.90688891,3.9879,924.7,0.027043,2.35,0.1164,89.97,588.0,28.32,2.29229,5097.0,4.554,0.797,0.829,CONFIRMED
4.973455252,1.6519,741.6,0.028304,2.46,0.0536,86.75,867.0,133.55,2.28351,5097.0,4.554,0.797,0.829,CONFIRMED
30.5528972,5.269,865.2,0.247336,30.74,0.1948,84.33,670.0,47.63,0.03773,6284.0,4.349,1.138,1.051,FALSE POSITIVE
4.804469031,3.4587,744.4,0.037977,3.35,0.0519,75.06,953.0,194.68,0.04488,5470.0,4.528,0.809,0.805,FALSE POSITIVE
1.616883373,1.6325,437.3,0.022557,4.47,0.0266,78.6,1774.0,2342.49,0.58793,4868.0,3.902,1.816,0.959,CONFIRMED
9.5539134,5.261,26.8,0.004735,0.68,0.0947,89.41,1012.0,247.86,0.54607,6175.0,4.299,1.307,1.244,CANDIDATE
13.19322809,5.0036,585.7,0.022023,2.94,0.1133,89.99,862.0,130.35,0.94938,5946.0,4.309,1.223,1.113,CONFIRMED
10.31174786,3.1818,275.9,0.016563,1.34,0.0862,87.5,634.0,38.13,0.89031,4900.0,4.602,0.741,0.806,CONFIRMED
4.42535097,3.504,179.0,0.012217,1.63,0.0547,88.95,1240.0,559.22,0.86387,5946.0,4.309,1.223,1.113,CONFIRMED
4.302139338,2.0289,747.2,0.026296,2.46,0.0482,87.09,937.0,182.7,2.17302,5041.0,4.479,0.857,0.807,CONFIRMED
3.137845914,1.91,305.7,0.016057,1.5,0.0391,87.72,1041.0,277.64,2.86669,5041.0,4.479,0.857,0.807,CONFIRMED
6.77067637,5.982,65.8,0.00746,1.9,0.0812,89.16,1499.0,1193.45,0.26816,6337.0,3.893,2.335,1.556,CANDIDATE
3.74782314,5.133,423.4,0.222587,25.59,0.0495,46.3,1253.0,583.52,0.00709,6161.0,4.454,1.053,1.15,FALSE POSITIVE
1.09173174,1.9719,186.9,0.012475,1.07,0.0199,85.32,1488.0,1153.1,1.08933,5354.0,4.587,0.788,0.884,FALSE POSITIVE
20.68420772,6.4415,858.5,0.027515,3.28,0.1559,88.74,729.0,66.83,0.4832,6246.0,4.433,1.092,1.18,CONFIRMED
50.6985408,5.972,610.9,0.022503,3.58,0.2765,89.88,595.0,29.58,2.08861,5876.0,4.151,1.456,1.093,CONFIRMED
2.9926465,1.81,105.9,0.009462,0.89,0.0401,88.49,1170.0,443.12,3.7521,5718.0,4.549,0.863,0.96,FALSE POSITIVE
0.589376952,1.71,80.7,0.008399,0.93,0.0138,78.32,2162.0,5161.1,0.7778,5714.0,4.428,1.015,1.007,CANDIDATE
39.7529915,4.9641,549.3,0.021483,2.37,0.2249,89.96,568.0,24.54,2.91278,6072.0,4.411,1.01,0.96,CONFIRMED
9.99760285,3.4423,638.7,0.026397,2.82,0.0927,86.18,860.0,129.18,0.39341,6004.0,4.484,0.977,1.061,CONFIRMED
90.4117992,7.106,1265.0,0.037092,3.96,0.4024,89.16,413.0,6.86,0.44872,6004.0,4.484,0.977,1.061,CONFIRMED
13.54057461,4.4673,461.0,0.019582,2.17,0.1081,89.56,779.0,87.1,1.29576,5767.0,4.389,1.014,0.918,CONFIRMED
1.732346403,2.2139,182.4,0.012335,1.37,0.0275,88.24,1546.0,1345.92,1.34889,5767.0,4.389,1.014,0.918,CONFIRMED
1.74610057,1.299,54.2,0.006491,1.24,0.0281,89.82,1689.0,1924.75,6.87376,4854.0,3.939,1.749,0.97,CANDIDATE
7.0257409,2.245,190.7,0.014129,1.56,0.0698,86.8,969.0,208.92,1.18245,5767.0,4.389,1.014,0.918,CONFIRMED
16.21774917,4.9274,758.3,0.025461,2.22,0.1201,89.21,664.0,45.87,1.04054,5837.0,4.577,0.798,0.887,CONFIRMED
11.72291212,4.2064,492.2,0.020002,2.08,0.0973,89.97,766.0,81.46,1.41103,5550.0,4.431,0.953,0.894,CONFIRMED
8.661374,2.972,160.1,0.012216,1.32,0.084,87.66,945.0,188.16,1.31646,6250.0,4.472,0.986,1.052,FALSE POSITIVE
9.66857386,2.4656,411.7,0.020759,1.9,0.0854,87.59,730.0,67.06,1.39334,5288.0,4.541,0.836,0.884,CONFIRMED
7.053527145,2.3982,1480.1,0.03487,2.16,0.0602,89.57,547.0,21.17,4.58848,4041.0,4.697,0.567,0.584,CONFIRMED
9.521644639,2.3569,1491.3,0.034895,2.16,0.0735,89.96,495.0,14.2,6.79733,4041.0,4.697,0.567,0.584,CONFIRMED
3.072146607,1.8732,539.0,0.020999,1.3,0.0346,89.86,722.0,64.09,4.20279,4041.0,4.697,0.567,0.584,CONFIRMED
4.645382149,2.0271,565.5,0.021552,1.33,0.0456,89.5,629.0,36.9,4.8522,4041.0,4.697,0.567,0.584,CONFIRMED
9.82578495,5.2498,433.3,0.022271,2.66,0.0949,83.03,935.0,180.36,0.07656,6246.0,4.433,1.092,1.18,CONFIRMED
25.30291816,4.4903,2105.7,0.040771,3.95,0.1582,89.95,535.0,19.39,2.65236,5121.0,4.457,0.888,0.822,CONFIRMED
21.30020491,4.0852,659.8,0.023429,2.99,0.156,89.89,725.0,65.37,2.80258,6008.0,4.35,1.168,1.117,CONFIRMED
289.864067,7.565,529.1,0.024234,2.34,0.7961,89.7,257.0,1.03,1.00734,5516.0,4.446,0.886,0.799,CONFIRMED
10.29767658,6.649,655.5,0.222876,39.14,0.0963,68.98,1022.0,258.09,0.00659,5671.0,4.075,1.608,1.121,FALSE POSITIVE
51.0674355,4.374,597.5,0.022886,2.44,0.2749,89.66,499.0,14.69,3.77814,6004.0,4.484,0.977,1.061,CONFIRMED
199.99763493,3.43,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,FALSE POSITIVE
1.682695938,1.3867,703.8,0.0239,1.23,0.0219,89.85,750.0,74.7,5.7414,3669.0,4.787,0.47,0.494,CONFIRMED
17.30795548,5.1126,633.0,0.022671,3.56,0.1305,90.0,815.0,104.37,1.16924,5565.0,4.117,1.439,0.989,CONFIRMED
10.423677439,5.2257,777.3,0.025563,3.72,0.0967,89.98,1012.0,247.48,0.66594,6181.0,4.234,1.331,1.106,CONFIRMED
2.09227115,2.4062,207.6,0.013112,2.06,0.0319,87.62,1648.0,1746.66,1.19508,5565.0,4.117,1.439,0.989,CONFIRMED
45.29422297,6.83,477.1,0.019806,2.26,0.2388,89.97,524.0,17.75,1.27076,5676.0,4.347,1.044,0.884,CONFIRMED
260.20717331,6.59,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,FALSE POSITIVE
16.70920628,2.7052,839.8,0.031103,2.27,0.1112,88.2,500.0,14.73,1.36225,4621.0,4.605,0.668,0.656,CONFIRMED
28.55158187,4.1502,807.8,0.027009,1.97,0.1589,89.17,418.0,7.21,1.83329,4621.0,4.605,0.668,0.656,CONFIRMED
4.045057186,2.9954,752.7,0.319275,30.33,0.0465,64.81,1126.0,381.17,0.03235,5906.0,4.473,0.87,0.821,FALSE POSITIVE
10.13958818,2.6446,1155.9,0.030853,1.68,0.0739,89.85,447.0,9.41,5.02511,3893.0,4.758,0.5,0.521,CONFIRMED
43.5859419,4.6814,1708.7,0.037463,2.05,0.1953,89.99,275.0,1.35,4.00084,3893.0,4.758,0.5,0.521,CONFIRMED
0.986785834,1.1879,450.0,0.019263,1.19,0.0162,89.77,1054.0,292.35,5.31788,4041.0,4.697,0.567,0.584,CONFIRMED
24.7962801,8.33,574.4,0.021704,2.7,0.1677,89.98,664.0,45.92,0.38625,5770.0,4.333,1.141,1.02,CANDIDATE
5.91037674,3.421,256.9,0.01454,1.38,0.0584,89.47,937.0,182.47,1.27532,5515.0,4.443,0.867,0.76,FALSE POSITIVE
27.4536146,3.747,136.4,0.011753,0.95,0.1655,88.82,457.0,10.34,1.27833,4900.0,4.602,0.741,0.806,CONFIRMED
8.22241355,2.71,1468.6,0.033971,2.28,0.0683,89.39,558.0,22.86,3.53227,4213.0,4.658,0.615,0.626,CONFIRMED
0.635587392,4.7,147.7,0.162777,28.58,0.015,10.08,2587.0,10637.41,0.07472,5671.0,4.075,1.608,1.121,FALSE POSITIVE
13.02363236,3.9734,607.0,0.022266,2.3,0.1056,89.93,743.0,71.85,1.86936,5627.0,4.453,0.945,0.925,CONFIRMED
11.6370303,3.3372,604.3,0.022173,2.9,0.0987,89.86,857.0,127.46,2.80492,5576.0,4.257,1.198,0.945,CONFIRMED
6.93650854,3.674,88.7,0.008773,1.51,0.0786,88.62,1305.0,687.21,1.02361,6615.0,4.173,1.574,1.343,CANDIDATE
5.68798675,2.2682,476.4,0.021092,2.76,0.0613,87.45,1088.0,330.44,1.93309,5576.0,4.257,1.198,0.945,CONFIRMED
3.055171082,1.6798,8665.3,0.326974,35.24,0.0405,81.17,1358.0,804.33,0.97914,6237.0,4.426,0.987,0.948,FALSE POSITIVE
5.40426917,2.5315,860.6,0.027036,2.85,0.0611,89.2,1073.0,312.93,2.82477,6122.0,4.487,0.964,1.041,CONFIRMED
11.67894236,1.2641,1185.1,0.039589,4.17,0.1021,88.28,830.0,112.07,4.27728,6122.0,4.487,0.964,1.041,CONFIRMED
1.208462378,1.544,227.3,0.015571,1.64,0.0225,76.66,1767.0,2307.65,0.60557,6122.0,4.487,0.964,1.041,CONFIRMED
2.85188338,2.666,114.9,0.010188,1.23,0.0413,85.13,1398.0,903.77,0.73525,6123.0,4.413,1.107,1.159,CONFIRMED
12.91385906,5.3685,487.9,0.022845,2.49,0.1053,85.45,849.0,122.66,0.13675,6253.0,4.41,0.997,0.93,CONFIRMED
54.31996151,8.5858,1975.0,0.041779,6.07,0.2906,89.36,584.0,27.4,0.55625,6181.0,4.234,1.331,1.106,CONFIRMED
252.0792347,3.9808,5582.6,0.370862,41.07,0.7863,89.69,318.0,2.42,3.8214,6348.0,4.434,1.014,1.016,FALSE POSITIVE
27.04627886,2.666,900.8,0.035403,3.54,0.1766,88.14,636.0,38.62,0.67462,6332.0,4.516,0.915,1.001,FALSE POSITIVE
3.723560726,3.435,540.0,0.026865,3.46,0.05,73.12,1401.0,910.65,0.04847,6535.0,4.373,1.181,1.202,FALSE POSITIVE
18.3848331,3.545,151.8,0.012082,1.15,0.1274,88.57,587.0,27.99,1.30075,5083.0,4.468,0.872,0.815,CANDIDATE
3.705991661,5.1658,501.4,0.021488,2.43,0.0469,82.05,1281.0,637.42,0.12596,6187.0,4.409,1.034,0.997,CONFIRMED
5.188671659,5.0534,548.9,0.024519,5.2,0.0764,77.76,2118.0,4750.81,0.05091,9523.0,4.205,1.941,2.202,FALSE POSITIVE
2.236100588,1.8643,27241.0,0.640334,55.59,0.032,79.13,1255.0,586.38,1.63711,5708.0,4.578,0.795,0.883,FALSE POSITIVE
40.606895,5.756,657.5,0.023844,2.67,0.2259,89.41,521.0,17.4,1.29412,5538.0,4.384,1.027,0.93,CONFIRMED
13.76710058,2.9105,684.8,0.026957,2.24,0.1046,87.99,595.0,29.55,1.21713,5001.0,4.582,0.76,0.806,CONFIRMED
2.2165905,1.0,28.7,0.005287,0.48,0.0319,86.62,1215.0,515.27,6.5333,5397.0,4.543,0.831,0.878,CANDIDATE
6.1954595,2.952,296.4,0.016505,1.37,0.0614,87.06,776.0,85.77,0.98545,5001.0,4.582,0.76,0.806,CONFIRMED
3.25058201,2.2537,218.4,0.014363,1.19,0.04,85.27,962.0,202.09,1.02264,5001.0,4.582,0.76,0.806,CONFIRMED
8.34819209,2.835,288.9,0.017427,1.45,0.075,86.78,702.0,57.48,0.77828,5001.0,4.582,0.76,0.806,CONFIRMED
2.399069173,3.2576,286.6,0.016289,1.78,0.034,81.66,1354.0,792.76,0.29394,5654.0,4.395,1.001,0.908,FALSE POSITIVE
3.65849707,2.573,4398.0,0.073444,14.61,0.0485,81.77,1583.0,1486.35,0.358,5857.0,3.972,1.822,1.135,CANDIDATE
91.172033,6.676,368.5,0.017331,1.58,0.3872,90.0,360.0,3.96,2.72162,5552.0,4.562,0.836,0.931,FALSE POSITIVE
3.701765401,2.6061,288.3,0.016667,1.63,0.0438,84.83,1050.0,286.23,0.68339,5252.0,4.442,0.898,0.815,CONFIRMED
86.4943704,7.471,995.2,0.031289,3.07,0.3576,89.33,367.0,4.29,0.64598,5252.0,4.442,0.898,0.815,CONFIRMED
5.17968868,3.7256,121.8,0.212432,18.91,0.0557,53.5,972.0,211.06,0.00583,5761.0,4.548,0.815,0.857,FALSE POSITIVE
51.84688984,4.7769,9636.3,0.095348,8.73,0.2607,89.45,413.0,6.9,2.53222,5227.0,4.535,0.838,0.876,CONFIRMED
4.180048081,2.4479,1765.6,0.037538,3.44,0.0487,89.8,957.0,197.81,2.68413,5227.0,4.535,0.838,0.876,CONFIRMED
68.832195,3.31,678.1,0.024975,2.35,0.3212,89.72,411.0,6.71,8.3847,5687.0,4.538,0.86,0.93,FALSE POSITIVE
1.729367077,1.7442,484.4,0.019899,1.82,0.027,87.87,1284.0,643.54,2.62604,5227.0,4.535,0.838,0.876,CONFIRMED
5.26640614,3.6163,59294.0,0.296518,38.05,0.0592,85.37,1163.0,431.87,0.84883,5916.0,4.296,1.175,0.995,FALSE POSITIVE
44.18938922,6.8151,4293.5,0.132398,14.0,0.2395,87.47,537.0,19.73,0.12348,6061.0,4.438,0.968,0.939,FALSE POSITIVE
29.00789166,5.0274,906.3,0.03013,2.64,0.1759,88.57,498.0,14.59,0.64367,5295.0,4.566,0.801,0.861,CONFIRMED
47.878243,4.066,910.0,0.119641,8.15,0.2192,87.79,317.0,2.38,0.18024,4254.0,4.634,0.624,0.612,FALSE POSITIVE
2.433703498,0.975,258.3,0.019596,1.66,0.0337,82.21,1112.0,362.64,1.1058,5251.0,4.592,0.778,0.869,CANDIDATE
13.69942266,4.3409,1292.9,0.032372,3.85,0.1094,89.93,771.0,83.6,1.55362,5541.0,4.332,1.089,0.929,CONFIRMED
