orbital_period,transit_duration,transit_depth,koi_ror,planet_radius,koi_sma,inclination,equilibrium_temp,insolation,koi_srho,stellar_temp,stellar_logg,stellar_radius,stellar_mass,disposition
1.19550618,3.337,26.9,0.004868,0.78,0.0228,78.92,2152.0,5062.04,0.21009,6088.0,4.15,1.463,1.103,FALSE POSITIVE
2.94242323,1.519,293.3,0.015869,1.42,0.039,88.11,1098.0,344.64,5.4021,5436.0,4.573,0.819,0.919,CANDIDATE
0.683082998,4.409,143.3,0.011709,9.92,0.0225,54.82,6757.0,492690.35,0.07083,8247.0,3.17,7.762,3.253,FALSE POSITIVE
0.791771167,2.4463,509.2,0.246702,82.71,0.0198,26.29,3419.0,32163.04,0.07675,6218.0,3.678,3.07,1.639,FALSE POSITIVE
0.894172544,0.8302,86.2,0.00842,0.68,0.0167,88.87,1461.0,1070.89,13.10202,4982.0,4.591,0.736,0.771,FALSE POSITIVE
1.68207624,1.519,54.7,0.007065,1.01,0.0274,85.49,1980.0,3646.1,2.4141,6495.0,4.191,1.311,0.972,FALSE POSITIVE
9.8480917,3.079,141.9,0.01076,0.88,0.0805,89.7,711.0,60.47,2.87124,5289.0,4.546,0.748,0.717,FALSE POSITIVE
0.566800593,3.909,12.3,0.003239,0.48,0.0143,80.91,2783.0,14091.55,0.12008,6476.0,4.255,1.353,1.202,FALSE POSITIVE
0.969602551,1.728,111.0,0.009636,0.69,0.017,84.06,1334.0,750.09,1.29105,4856.0,4.643,0.66,0.701,FALSE POSITIVE
13.0914878,2.037,37.5,0.005595,0.79,0.1104,89.83,892.0,149.52,12.87597,5919.0,4.238,1.288,1.048,CANDIDATE
9.25801294,2.854,88.1,0.00865,1.73,0.0908,89.57,1229.0,539.51,3.2733,6200.0,3.977,1.834,1.162,FALSE POSITIVE
25.9554044,8.491,122.7,0.012861,1.46,0.172,83.27,656.0,43.9,0.01504,6058.0,4.408,1.038,1.004,FALSE POSITIVE
3.74788208,4.183,153.4,0.011137,0.94,0.045,89.25,979.0,216.97,0.44614,5340.0,4.593,0.777,0.871,FALSE POSITIVE
0.93479255,4.5838,247.5,0.215214,24.75,0.0178,14.74,2040.0,4108.03,0.0414,6018.0,4.33,1.053,0.864,FALSE POSITIVE
361.43653,9.08,271.9,0.015211,1.56,0.9233,89.95,268.0,1.22,3.97132,6028.0,4.398,0.938,0.802,FALSE POSITIVE
0.89628253,1.397,86.4,0.008471,0.76,0.0176,87.94,1670.0,1848.85,2.77587,5561.0,4.572,0.818,0.915,FALSE POSITIVE
1.67495622,2.994,35.9,0.005588,0.77,0.0289,84.27,1843.0,2732.19,0.43157,6323.0,4.296,1.263,1.15,FALSE POSITIVE
54.0812235,6.279,411.1,0.018566,1.54,0.264,89.84,431.0,8.19,1.85478,5757.0,4.597,0.762,0.865,CANDIDATE
8.2344072,2.808,59.2,0.007838,1.49,0.0803,86.53,1263.0,601.05,0.67359,6148.0,3.964,1.741,1.016,FALSE POSITIVE
2.15052332,3.447,115.5,0.010746,1.17,0.0327,89.38,1410.0,934.17,0.46688,5780.0,4.438,1.0,1.0,FALSE POSITIVE
32.6122381,2.886,1321.4,0.292665,31.96,0.2002,87.41,570.0,24.92,0.37929,5780.0,4.438,1.0,1.0,FALSE POSITIVE
0.967073359,2.4875,773.5,0.252275,28.15,0.0189,34.18,1867.0,2870.56,0.06517,5755.0,4.402,1.022,0.96,FALSE POSITIVE
3.5564279,6.998,131.4,0.010518,0.8,0.0417,84.47,972.0,211.41,0.07732,5404.0,4.638,0.694,0.789,FALSE POSITIVE
0.942997994,1.1658,539.2,0.020573,1.56,0.0166,88.6,1283.0,639.03,5.22995,4499.0,4.59,0.693,0.681,FALSE POSITIVE
0.566796775,5.471,144.1,0.015523,0.61,0.0096,14.79,931.0,176.94,0.06025,3453.0,4.892,0.358,0.364,FALSE POSITIVE
13.6471211,8.331,75.0,0.008279,1.25,0.1075,86.47,913.0,164.06,0.10188,5771.0,4.106,1.382,0.89,CONFIRMED
16.473474,4.201,470.5,0.019767,1.63,0.1126,89.97,612.0,33.22,1.98837,5364.0,4.529,0.754,0.702,CONFIRMED
3.74788322,3.45,242.6,0.014631,1.32,0.046,85.63,1031.0,266.76,0.49133,5514.0,4.569,0.826,0.926,FALSE POSITIVE
0.705455349,2.469,74.9,0.008025,0.64,0.0145,77.67,1693.0,1936.09,0.34788,5383.0,4.614,0.736,0.824,FALSE POSITIVE
488.67353,12.35,691.0,0.02411,2.03,1.1542,89.91,188.0,0.3,1.75341,5218.0,4.596,0.772,0.867,FALSE POSITIVE
8.5291223,3.241,325.4,0.017152,2.08,0.08,87.89,911.0,162.94,1.15477,5543.0,4.318,1.111,0.937,CANDIDATE
1.08906057,2.743,76.2,0.007843,0.75,0.0194,84.43,1511.0,1235.96,0.42845,5087.0,4.463,0.881,0.822,FALSE POSITIVE
1.48922187,1.882,613.6,0.022918,2.5,0.0256,86.08,1594.0,1524.19,1.62126,5780.0,4.438,1.0,1.0,FALSE POSITIVE
0.716709761,0.6969,68.4,0.011089,1.42,0.0149,60.71,2394.0,7725.24,0.30165,6109.0,4.229,1.173,0.85,FALSE POSITIVE
4.1083812,3.279,352.8,0.017093,1.62,0.0497,89.12,1058.0,295.63,1.00725,5730.0,4.545,0.87,0.968,FALSE POSITIVE
1.962282625,1.45,68.3,0.007549,0.81,0.0298,89.06,1448.0,1038.36,5.35253,5726.0,4.418,0.979,0.915,CONFIRMED
0.523629052,3.443,122.0,0.009546,46.33,0.0154,88.24,9801.0,2181689.59,0.1626,4136.0,1.392,44.448,1.777,FALSE POSITIVE
6.4546845,3.071,69.9,0.009295,1.38,0.0718,81.61,1244.0,565.72,0.11755,6474.0,4.243,1.362,1.185,CANDIDATE
1.04588635,2.833,102.7,0.009341,1.1,0.021,85.9,1972.0,3582.91,0.40221,6249.0,4.428,1.076,1.13,FALSE POSITIVE
51.31346091,3.94,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,FALSE POSITIVE
0.494247662,1.2443,224.9,0.013828,1.51,0.0127,82.87,2257.0,6096.15,1.97761,5763.0,4.484,0.998,1.107,CANDIDATE
11.8299383,5.168,41.4,0.006011,1.6,0.1128,88.12,1177.0,453.44,0.48061,5747.0,3.802,2.431,1.365,CANDIDATE
419.92898,14.55,233.5,0.013995,1.51,1.0835,89.95,255.0,1.0,1.19659,6047.0,4.431,0.988,0.962,FALSE POSITIVE
1.23521458,0.918,89.5,0.008924,0.93,0.0229,87.17,1713.0,2032.78,9.87258,5999.0,4.494,0.959,1.045,FALSE POSITIVE
1.085229874,0.652,238.1,0.014698,1.37,0.0203,87.84,1632.0,1675.45,25.4095,5713.0,4.554,0.851,0.948,FALSE POSITIVE
1.540379557,2.026,76.9,0.00812,0.81,0.024,86.62,1581.0,1481.09,1.38022,5812.0,4.408,0.914,0.781,FALSE POSITIVE
5.30179786,2.24,197.2,0.012946,1.22,0.0587,88.81,973.0,211.8,3.3996,5749.0,4.547,0.864,0.961,CANDIDATE
3.60011712,2.396,50.2,0.00634,0.5,0.0407,89.88,938.0,182.81,2.25676,5051.0,4.562,0.721,0.692,CONFIRMED
9.32867952,1.572,354.4,0.017152,1.62,0.0856,89.96,806.0,99.6,21.27922,5749.0,4.547,0.864,0.961,CONFIRMED
6.38671206,1.201,223.7,0.01341,1.19,0.0617,89.98,811.0,102.25,32.34332,5071.0,4.505,0.811,0.768,CONFIRMED
158.348345,10.55,899.0,2.675912,372.86,0.6312,85.36,409.0,6.61,0.06954,6521.0,4.352,1.276,1.334,FALSE POSITIVE
0.849362238,1.36,114.9,0.009854,0.85,0.0169,84.05,1498.0,1190.04,2.17949,4973.0,4.595,0.788,0.891,CANDIDATE
0.741768294,0.4164,60.3,0.210554,72.36,0.0186,60.2,3380.0,30981.32,0.48497,5897.0,3.637,3.147,1.566,CANDIDATE
0.93376962,7.023,125.8,0.153052,16.3,0.0185,9.31,1937.0,3343.62,0.03366,6056.0,4.448,0.975,0.973,FALSE POSITIVE
322.48381,22.99,1023.4,0.036359,3.5,0.911,88.86,259.0,1.06,0.01919,5968.0,4.534,0.881,0.97,FALSE POSITIVE
61.083322,10.396,227.5,0.014504,1.61,0.3082,88.94,465.0,11.01,0.21769,5803.0,4.444,1.015,1.044,CANDIDATE
3.5944891,2.557,89.9,0.00854,0.98,0.0447,89.79,1178.0,455.99,1.86297,5523.0,4.364,1.046,0.922,CANDIDATE
0.739404894,1.753,246.8,0.013845,0.94,0.0136,88.67,1256.0,589.06,1.25668,4205.0,4.635,0.624,0.614,FALSE POSITIVE
4.8608059,1.966,252.1,0.014666,1.21,0.0529,88.8,925.0,172.76,4.53911,5541.0,4.6,0.757,0.839,CANDIDATE
4.04481159,2.479,33.0,0.005366,0.67,0.0511,88.05,1325.0,729.15,1.78424,6358.0,4.359,1.141,1.082,CANDIDATE
25.949641315,11.6411,67.8,0.009814,2.06,0.172,81.14,753.0,76.14,0.00648,5109.0,3.873,1.922,1.006,FALSE POSITIVE
1.71051215,1.284,42.2,0.005978,1.04,0.027,89.68,2004.0,3820.16,6.93571,5925.0,3.989,1.589,0.898,FALSE POSITIVE
62.869463,6.842,341.7,0.022926,1.96,0.2829,87.89,349.0,3.51,0.08338,4762.0,4.535,0.781,0.762,CONFIRMED
84.8062818,9.0006,9936.0,0.391951,36.51,0.3635,88.26,388.0,5.33,0.19169,5735.0,4.525,0.853,0.889,FALSE POSITIVE
29.9632816,2.6,893.2,0.032143,2.24,0.1614,89.04,391.0,5.55,2.79198,4463.0,4.623,0.638,0.624,CONFIRMED
17.99643716,4.164,36923.0,0.41359,30.08,0.1167,87.74,468.0,11.31,1.34044,4438.0,4.606,0.666,0.653,FALSE POSITIVE
11.63486009,5.466,292.3,0.015413,2.61,0.1011,89.82,961.0,201.96,0.62776,5570.0,4.066,1.548,1.019,CONFIRMED
4.8302364,7.983,22.5,0.0043,1.06,0.0536,85.93,1453.0,1052.42,0.07154,5086.0,3.678,2.247,0.877,CANDIDATE
56.446465,7.371,147.9,0.012893,1.57,0.2871,88.33,522.0,17.5,0.15942,5995.0,4.337,1.117,0.988,CANDIDATE
31.4202111,4.021,390.5,0.017729,1.45,0.1824,89.93,471.0,11.6,4.2627,5269.0,4.603,0.748,0.822,CANDIDATE
10.8118317,2.627,76.8,0.0095,1.24,0.0994,86.49,922.0,170.74,0.50673,6025.0,4.331,1.196,1.119,CONFIRMED
5.56676609,1.812,173.8,0.011989,1.12,0.0574,88.98,859.0,128.51,6.41878,5032.0,4.479,0.859,0.81,CANDIDATE
1.208528832,1.336,180.8,0.012387,1.25,0.0223,89.68,1725.0,2084.15,4.47668,6072.0,4.51,0.923,1.005,FALSE POSITIVE
208.18711785,2.5404,394.7,0.018221,1.99,0.6889,89.97,307.0,2.1,96.67844,5780.0,4.438,1.0,1.0,FALSE POSITIVE
0.93198504,2.0472,326.6,0.208884,17.72,0.0167,31.88,1647.0,1734.47,0.06002,5470.0,4.509,0.777,0.71,FALSE POSITIVE
0.60818508,0.909,144.7,0.843141,96.03,0.0137,26.59,2298.0,6637.9,0.44158,5981.0,4.372,1.043,0.933,FALSE POSITIVE
5.38613715,1.943,169.3,0.011945,0.86,0.0542,89.46,846.0,121.37,6.05891,5516.0,4.669,0.656,0.74,CANDIDATE
13.2965044,5.68,133.4,0.013087,0.88,0.0948,83.76,488.0,13.42,0.06111,4352.0,4.671,0.613,0.64,CANDIDATE
21.8420304,3.843,79.5,0.008228,2.01,0.1622,89.72,1016.0,251.46,3.11804,6194.0,3.813,2.241,1.189,CANDIDATE
1.65320144,1.525,132.1,0.010218,0.74,0.0237,88.98,1059.0,296.8,3.95067,4544.0,4.609,0.661,0.647,FALSE POSITIVE
3.37487541,3.085,53.8,0.006825,0.75,0.0451,87.14,1287.0,649.96,0.78485,6181.0,4.464,1.006,1.074,FALSE POSITIVE
0.962825082,2.8464,118.1,0.009628,5.18,0.0216,88.11,3265.0,26811.24,0.38693,4898.0,3.212,4.928,1.443,FALSE POSITIVE
309.494217,13.716,292.0,0.015842,2.79,0.9402,89.95,399.0,6.01,1.05597,6908.0,4.085,1.614,1.155,FALSE POSITIVE
0.876850385,1.534,59.2,0.007055,1.35,0.0197,89.36,2543.0,9858.55,2.14003,6102.0,4.069,1.756,1.32,CANDIDATE
24.2382519,2.703,465.5,0.022182,2.19,0.1642,88.88,597.0,29.92,2.36072,5763.0,4.527,0.904,1.002,FALSE POSITIVE
24.2416103,5.137,323.4,0.016319,1.61,0.1642,89.89,596.0,29.92,1.57329,5763.0,4.527,0.904,1.002,FALSE POSITIVE
413.51856,10.395,391.1,0.018088,1.96,1.0911,90.0,254.0,0.98,3.27482,6031.0,4.45,0.992,1.012,CANDIDATE
20.7106368,2.693,142.5,0.011371,1.12,0.1421,89.27,626.0,36.18,4.77757,5631.0,4.478,0.901,0.89,CANDIDATE
69.3788597,3.807,530.4,0.021708,2.07,0.3241,89.74,421.0,7.4,6.93178,5806.0,4.529,0.874,0.943,FALSE POSITIVE
29.3493852,4.313,659.2,0.02561,2.02,0.1715,88.82,451.0,9.81,1.05666,4987.0,4.613,0.722,0.784,CONFIRMED
3.43633133,0.675,473.5,0.020187,1.44,0.0384,89.83,945.0,188.22,98.1278,5201.0,4.616,0.651,0.638,CANDIDATE
449.57274,9.328,221.4,0.013581,3.08,1.1848,89.95,333.0,2.89,4.56665,5691.0,3.842,2.079,1.096,FALSE POSITIVE
245.059374,9.549,165.0,0.011831,1.63,0.7065,89.95,356.0,3.81,2.42788,6036.0,4.127,1.265,0.781,FALSE POSITIVE
142.703888,5.808,225.5,0.013885,1.95,0.5812,89.98,440.0,8.88,6.36668,6701.0,4.326,1.289,1.292,CANDIDATE
3.38080537,3.275,200.9,0.012949,1.69,0.0461,89.52,1362.0,814.73,0.84529,6072.0,4.343,1.193,1.146,CANDIDATE
10.4716194,4.512,123.9,0.010136,1.74,0.0966,89.4,1035.0,271.12,0.94385,5812.0,4.083,1.574,1.095,CANDIDATE
11.49500229,7.602,51.4,0.007853,1.53,0.1038,79.67,1105.0,351.79,0.01874,6033.0,3.985,1.788,1.127,CONFIRMED
0.708726708,0.753,313.6,0.016379,0.92,0.0125,87.73,1302.0,684.35,13.22044,4607.0,4.733,0.515,0.522,FALSE POSITIVE
283.72675,15.49,84.6,0.008566,1.18,0.8865,89.95,341.0,3.2,0.54767,6496.0,4.301,1.257,1.153,FALSE POSITIVE
373.60683,8.752,534.8,0.022031,2.5,1.0494,89.88,271.0,1.28,2.74368,6184.0,4.448,1.038,1.1,FALSE POSITIVE
6.78788113,2.26,73.1,0.007896,2.44,0.0835,89.95,1679.0,1875.92,5.07653,6537.0,3.76,2.829,1.677,CANDIDATE
5.47455167,3.71,73.2,0.009788,1.4,0.0603,78.05,1155.0,419.95,0.05746,5611.0,4.19,1.312,0.972,CANDIDATE
3.43861067,1.264,46.8,0.006575,1.01,0.0435,87.79,1348.0,779.48,6.9895,5383.0,4.112,1.401,0.926,CANDIDATE
4.8754765,1.902,39.6,0.005681,0.8,0.0546,89.75,1180.0,458.62,6.02172,5513.0,4.179,1.286,0.911,CANDIDATE
4.29388808,3.618,110.6,0.009763,1.68,0.0571,88.24,1532.0,1302.16,0.70815,6615.0,4.173,1.574,1.343,FALSE POSITIVE
13.5437884,5.7076,6608.7,0.371471,32.21,0.1066,82.33,658.0,44.22,0.0886,5463.0,4.582,0.794,0.883,FALSE POSITIVE
65.6491001,7.298,983.9,0.028187,2.52,0.3094,89.97,390.0,5.48,1.54521,5436.0,4.573,0.819,0.919,CONFIRMED
25.1593389,5.198,358.1,0.017285,1.76,0.1694,89.95,619.0,34.7,1.58864,5973.0,4.506,0.935,1.024,CONFIRMED
10.5071781,2.68,271.8,0.014877,1.41,0.0867,89.55,737.0,69.76,4.43975,5290.0,4.46,0.865,0.788,CANDIDATE
31.7787564,8.093,262.0,0.014837,1.5,0.1803,89.43,564.0,23.96,0.46544,5638.0,4.391,0.928,0.773,CONFIRMED
5.4398033,3.256,85.5,0.008465,1.0,0.0634,89.39,1112.0,361.47,1.33108,6108.0,4.43,1.08,1.147,CANDIDATE
1.332568744,3.755,24.1,0.004874,0.58,0.0245,67.9,1941.0,3346.25,0.08488,6620.0,4.411,1.081,1.097,FALSE POSITIVE
9.0194714,5.92,191.6,0.012789,1.07,0.08,88.81,789.0,91.74,0.33952,5775.0,4.59,0.768,0.838,CONFIRMED
8.8493948,6.928,43.8,0.006766,0.82,0.0839,81.87,978.0,216.18,0.04685,6095.0,4.349,1.11,1.004,CANDIDATE
51.567801,5.514,210.1,0.013584,1.3,0.254,89.48,433.0,8.3,1.58567,5285.0,4.467,0.876,0.821,CANDIDATE
16.4491515,6.696,70.9,0.009018,2.75,0.1437,84.91,1036.0,272.9,0.06489,5334.0,3.712,2.789,1.464,CANDIDATE
0.428046051,0.776,126.0,0.010262,0.87,0.0104,89.45,2017.0,3877.26,8.16985,5285.0,4.566,0.775,0.805,CANDIDATE
0.814278961,2.087,72.0,0.007855,0.76,0.017,80.66,1762.0,2284.94,0.60966,5537.0,4.539,0.886,0.989,FALSE POSITIVE
19.254536,4.754,186.0,0.013911,1.32,0.139,87.57,625.0,36.02,0.35202,5668.0,4.545,0.868,0.963,CANDIDATE
2.1890751,2.365,94.8,0.008963,0.87,0.0327,89.62,1399.0,906.2,1.44303,6077.0,4.526,0.891,0.974,FALSE POSITIVE
384.6961,6.167,787.0,0.026101,1.78,0.8823,89.95,157.0,0.14,9.5334,4228.0,4.64,0.623,0.618,CANDIDATE
2.42649862,2.014,29.2,0.005252,0.75,0.0347,84.42,1638.0,1705.27,1.06602,6033.0,4.176,1.316,0.948,FALSE POSITIVE
8.80854183,34.7564,174.7,0.02037,2.69,0.0853,26.19,1000.0,236.05,0.00033,6017.0,4.3,1.21,1.064,FALSE POSITIVE
219.74735,22.48,190.4,0.012462,3.24,0.6692,89.93,427.0,7.82,0.16696,5127.0,3.602,2.38,0.825,FALSE POSITIVE
19.7639874,12.319,51.3,0.006734,1.19,0.1489,87.41,900.0,155.45,0.0612,6195.0,4.072,1.617,1.127,FALSE POSITIVE
6.05919881,1.365,154.2,0.011561,1.21,0.0646,89.19,976.0,214.55,15.23066,5734.0,4.462,0.962,0.977,CONFIRMED
7.5143967,4.865,36.3,0.005597,0.96,0.082,87.91,1199.0,488.52,0.43555,6206.0,4.159,1.573,1.305,CONFIRMED
33.1981761,4.709,336.7,0.018978,3.21,0.2034,88.53,678.0,49.9,0.56912,5570.0,4.066,1.548,1.019,CONFIRMED
5.32784157,4.696,87.2,0.0085,0.86,0.0548,89.24,1023.0,259.32,0.43945,5638.0,4.391,0.928,0.773,CONFIRMED
71.05457555,1.9162,4853.2,0.062584,5.91,0.3102,89.99,390.0,5.45,101.69593,5290.0,4.46,0.865,0.788,CANDIDATE
20.5512722,4.639,191.2,0.016358,1.64,0.1416,85.71,607.0,32.01,0.09068,5401.0,4.464,0.918,0.894,CANDIDATE
31.827649,1.639,520.0,0.023361,4.98,0.1939,89.54,668.0,47.21,17.21605,4774.0,3.838,1.954,0.959,CONFIRMED
7.5861587,4.32,116.8,0.011302,1.07,0.0693,83.2,928.0,175.29,0.12503,5934.0,4.444,0.871,0.767,CANDIDATE
0.824000125,0.855,183.1,0.013728,0.42,0.0113,80.79,746.0,73.09,3.33776,3396.0,4.991,0.28,0.28,CONFIRMED
0.772152075,1.78,43.6,0.019555,4.44,0.0163,26.08,2966.0,18277.6,0.04497,5951.0,3.787,2.08,0.967,FALSE POSITIVE
42.049523793,2.1372,607.9,0.022658,1.19,0.186,89.91,303.0,2.0,35.96084,4281.0,4.761,0.48,0.485,CANDIDATE
1.08469871,4.077,124.0,0.010794,1.11,0.0209,67.17,1757.0,2247.25,0.0837,5942.0,4.506,0.938,1.028,FALSE POSITIVE
6.60180003,2.624,213.4,0.013259,1.25,0.0684,89.39,875.0,138.25,3.01719,5591.0,4.559,0.86,0.977,CANDIDATE
3.19938075,1.761,76.1,0.008036,0.62,0.039,88.86,1026.0,262.08,4.54996,5483.0,4.632,0.702,0.779,CANDIDATE
3.04185157,1.434,69.0,0.007624,0.71,0.04,89.37,1184.0,465.54,8.51703,5802.0,4.537,0.857,0.922,CANDIDATE
5.660274452,0.9077,414.1,0.119898,11.02,0.0572,84.69,950.0,192.77,0.96961,5615.0,4.478,0.842,0.778,FALSE POSITIVE
1.23512429,4.22,15.2,0.003674,0.38,0.0228,73.93,1642.0,1722.78,0.10071,5798.0,4.507,0.941,1.038,FALSE POSITIVE
1.381257093,1.125,92.3,0.008874,1.1,0.0253,87.74,1728.0,2110.47,6.98068,5861.0,4.385,1.131,1.13,FALSE POSITIVE
1.89873195,1.382,78.0,0.008093,0.93,0.031,88.91,1524.0,1279.95,5.89271,5942.0,4.439,1.05,1.104,CANDIDATE
11.39110963,2.749,593.4,0.022856,1.9,0.0926,88.81,632.0,37.65,2.84288,4999.0,4.587,0.76,0.814,CANDIDATE
2.41810158,2.144,46.8,0.00629,0.85,0.0368,89.89,1602.0,1555.96,2.12337,6258.0,4.307,1.239,1.135,CONFIRMED
7.13044117,2.566,31.9,0.005193,1.18,0.082,89.82,1400.0,908.79,3.59619,6312.0,3.964,2.074,1.443,CANDIDATE
33.4203001,5.307,436.6,0.021125,2.46,0.2015,88.55,581.0,27.02,0.51388,5731.0,4.372,1.066,0.977,CONFIRMED
58.3437362,22.482,1266.8,0.284985,93.55,0.3351,78.65,779.0,87.03,0.00141,5896.0,3.65,3.006,1.472,FALSE POSITIVE
1.070982122,1.255,43.4,0.00626,0.98,0.0202,84.11,2122.0,4811.39,2.72333,5717.0,4.109,1.433,0.964,FALSE POSITIVE
18.0939004,3.294,467.3,0.020174,1.91,0.133,89.34,665.0,46.21,3.30395,5904.0,4.543,0.867,0.958,CANDIDATE
34.9524256,1.717,677.0,0.255517,21.74,0.1993,88.36,429.0,8.02,1.21088,4921.0,4.591,0.779,0.864,CANDIDATE
23.81578356,3.7591,4856.7,0.093998,8.4,0.1571,87.85,560.0,23.2,0.55644,5561.0,4.572,0.818,0.915,FALSE POSITIVE
31.1748311,3.79,200.2,0.012989,1.31,0.1942,89.99,585.0,27.62,5.02013,6086.0,4.511,0.921,1.003,CONFIRMED
0.474811162,1.169,205.2,0.013399,1.28,0.0118,81.32,2206.0,5603.32,2.08096,5799.0,4.539,0.878,0.975,FALSE POSITIVE
47.0568476,5.2232,1531.2,0.03515,2.84,0.2388,89.98,411.0,6.72,3.08654,5288.0,4.613,0.74,0.828,CONFIRMED
367.73299,10.158,503.9,0.020645,2.1,0.9905,89.95,266.0,1.19,3.14533,6225.0,4.481,0.931,0.958,FALSE POSITIVE
15.1516409,5.105,191.5,0.012596,1.38,0.1201,89.56,736.0,69.25,0.95496,5780.0,4.438,1.0,1.0,CANDIDATE
7.4213444,2.361,315.9,0.016313,1.73,0.0758,89.38,953.0,195.23,4.77812,6032.0,4.485,0.973,1.055,CANDIDATE
0.743495989,2.255,172.8,0.157758,11.82,0.0146,21.75,1617.0,1612.65,0.06398,5345.0,4.639,0.686,0.747,FALSE POSITIVE
1.405887031,1.184,216.0,0.01333,0.95,0.0212,87.58,1086.0,329.99,6.0953,4440.0,4.618,0.653,0.646,FALSE POSITIVE
17.7412303,4.816,144.7,0.010924,1.14,0.1346,89.87,684.0,51.69,1.37638,5817.0,4.491,0.956,1.032,CANDIDATE
2.63527677,1.997,70.4,0.008055,0.76,0.0354,85.28,1136.0,394.32,1.31498,5215.0,4.496,0.864,0.854,CANDIDATE
1.45728997,3.582,71.3,0.008377,0.93,0.0261,70.69,1665.0,1818.19,0.10329,6063.0,4.476,1.012,1.117,FALSE POSITIVE
147.388124,8.781,909.2,0.027522,3.03,0.5661,90.0,356.0,3.78,1.99203,6046.0,4.478,1.007,1.111,CANDIDATE
4.11497357,3.025,154.1,0.011539,1.17,0.0504,87.66,1137.0,395.27,1.01851,6011.0,4.507,0.927,1.006,CANDIDATE
1.245331397,2.566,38.1,0.005958,1.61,0.0251,77.31,2678.0,12115.45,0.31509,6106.0,3.781,2.477,1.352,FALSE POSITIVE
1.52593737,1.958,159.1,0.012281,1.39,0.0268,81.36,1697.0,1963.41,0.75581,6184.0,4.448,1.038,1.1,FALSE POSITIVE
8.21429932,3.099,70.7,0.008153,1.66,0.0832,87.5,1312.0,701.11,1.00818,6277.0,3.951,1.869,1.138,FALSE POSITIVE
1.54945486,6.698,21.8,0.00436,1.34,0.0329,82.89,3006.0,19304.93,0.04899,7382.0,3.838,2.804,1.976,FALSE POSITIVE
8.42943991,2.441,89.1,0.009648,1.19,0.0839,86.98,1029.0,265.39,1.00216,6353.0,4.375,1.132,1.104,FALSE POSITIVE
10.60052083,4.509,60.9,0.00769,1.09,0.0948,86.66,987.0,224.28,0.33063,6035.0,4.212,1.303,1.009,CONFIRMED
0.9570701,2.75,421.1,0.021076,2.39,0.0851,88.5,878.0,141.6,0.95672,5767.0,4.438,1.0,0.974,FALSE POSITIVE
21.8634638,3.542,871.0,0.027476,2.37,0.1466,89.32,551.0,21.77,2.98859,5383.0,4.587,0.789,0.885,CONFIRMED
86.4392931,6.534,1175.1,0.315734,35.31,0.3937,87.61,442.0,8.99,0.07299,6208.0,4.454,1.024,1.086,FALSE POSITIVE
63.3354719,3.651,983.0,0.028278,1.18,0.2279,89.99,202.0,0.39,11.9174,3526.0,4.866,0.383,0.394,CONFIRMED
14.77820911,5.395,10774.0,0.389436,44.48,0.1219,84.18,809.0,101.07,0.16511,6258.0,4.442,1.046,1.102,FALSE POSITIVE
15.60862948,6.6957,34356.0,0.435461,39.42,0.1191,85.48,648.0,41.71,0.2543,5569.0,4.566,0.829,0.928,FALSE POSITIVE
389.14115,7.93,347.4,0.017136,1.67,1.0198,89.95,250.0,0.92,6.83896,6043.0,4.505,0.894,0.933,FALSE POSITIVE
365.78863,12.76,885.0,0.026964,2.21,0.9272,89.95,215.0,0.5,1.55261,5407.0,4.585,0.752,0.794,FALSE POSITIVE
2.4826619,2.115,37.0,0.006008,0.8,0.0367,83.28,1619.0,1627.36,0.75005,6356.0,4.292,1.225,1.068,FALSE POSITIVE
2.17811908,1.468,74.0,0.008001,0.8,0.0328,88.24,1412.0,938.51,4.97167,6039.0,4.505,0.921,0.992,FALSE POSITIVE
1.11205787,1.459,118.7,0.010031,1.02,0.0208,89.92,1799.0,2484.64,3.15964,6098.0,4.488,0.932,0.976,FALSE POSITIVE
224.447413,4.986,651.0,0.023516,2.05,0.6907,89.95,260.0,1.08,12.48764,5489.0,4.574,0.798,0.872,FALSE POSITIVE
7.5019743,2.582,248.0,0.014368,1.19,0.0678,88.75,709.0,59.73,2.80157,4807.0,4.546,0.758,0.737,CANDIDATE
21.8660922,2.03,301.6,0.015998,1.88,0.1565,89.96,730.0,67.15,22.99807,6309.0,4.402,1.077,1.062,FALSE POSITIVE
5.09506,5.73,23.6,0.004733,2.14,0.0717,82.09,2247.0,6030.14,0.09204,6700.0,3.48,4.146,1.893,FALSE POSITIVE
29.1206519,2.89,415.5,0.01865,1.6,0.1766,89.86,528.0,18.43,10.16991,5671.0,4.582,0.788,0.872,CANDIDATE
0.689967868,1.1688,122.9,0.009888,0.78,0.0141,88.5,1539.0,1336.82,3.77107,4872.0,4.615,0.726,0.814,CONFIRMED
1.89132292,5.607,16.0,0.003928,0.9,0.0376,69.35,2799.0,14532.55,0.04288,8482.0,4.089,2.106,1.987,FALSE POSITIVE
6.91261536,2.359,34.4,0.005657,0.64,0.0701,87.8,981.0,218.66,1.97241,5761.0,4.383,1.044,0.96,CANDIDATE
25.8616058,7.78,123.0,0.011557,1.12,0.1685,86.44,613.0,33.37,0.07364,6067.0,4.524,0.884,0.954,CANDIDATE
